date,Day,Visitor,League,Home,Time,Stadium,Longitude,Latitude,Elevation
4/27/2012,Fri,OAK,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
4/27/2012,Fri,BOS,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
4/27/2012,Fri,HOU,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
4/27/2012,Fri,ANA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
4/27/2012,Fri,NYN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
4/27/2012,Fri,WAS,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
4/27/2012,Fri,ARI,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
4/27/2012,Fri,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
4/27/2012,Fri,DET,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
4/27/2012,Fri,CHN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
4/27/2012,Fri,SDN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
4/27/2012,Fri,MIL,NL,SLN,19:00,,,,
4/27/2012,Fri,TBA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
4/27/2012,Fri,SEA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
4/28/2012,Sat,PIT,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
4/28/2012,Sat,OAK,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
4/28/2012,Sat,BOS,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
4/28/2012,Sat,HOU,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
4/28/2012,Sat,ANA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
4/28/2012,Sat,NYN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
4/28/2012,Sat,WAS,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
4/28/2012,Sat,ARI,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
4/28/2012,Sat,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
4/28/2012,Sat,DET,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
4/28/2012,Sat,CHN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
4/28/2012,Sat,SDN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
4/28/2012,Sat,MIL,NL,SLN,19:00,,,,
4/28/2012,Sat,TBA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
4/28/2012,Sat,SEA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
4/29/2012,Sun,PIT,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
4/29/2012,Sun,OAK,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
4/29/2012,Sun,BOS,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
4/29/2012,Sun,HOU,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
4/29/2012,Sun,ANA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
4/29/2012,Sun,NYN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
4/29/2012,Sun,WAS,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
4/29/2012,Sun,ARI,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
4/29/2012,Sun,KCA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
4/29/2012,Sun,DET,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
4/29/2012,Sun,CHN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
4/29/2012,Sun,SDN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
4/29/2012,Sun,MIL,NL,SLN,19:00,,,,
4/29/2012,Sun,TBA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
4/29/2012,Sun,SEA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
4/30/2012,Mon,MIN,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
4/30/2012,Mon,PIT,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
4/30/2012,Mon,OAK,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
4/30/2012,Mon,LAN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
4/30/2012,Mon,KCA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
4/30/2012,Mon,NYN,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
4/30/2012,Mon,ARI,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
4/30/2012,Mon,BAL,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
4/30/2012,Mon,CHN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
4/30/2012,Mon,MIL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
4/30/2012,Mon,SEA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
4/30/2012,Mon,TEX,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
5/1/2012,Tue,MIN,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/1/2012,Tue,PHI,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
5/1/2012,Tue,OAK,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/1/2012,Tue,CLE,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
5/1/2012,Tue,CHN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
5/1/2012,Tue,LAN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
5/1/2012,Tue,KCA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
5/1/2012,Tue,NYN,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/1/2012,Tue,BAL,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
5/1/2012,Tue,MIL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/1/2012,Tue,MIA,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/1/2012,Tue,PIT,NL,SLN,19:00,,,,
5/1/2012,Tue,SEA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
5/1/2012,Tue,TEX,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
5/1/2012,Tue,ARI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/2/2012,Wed,MIN,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/2/2012,Wed,PHI,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
5/2/2012,Wed,OAK,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/2/2012,Wed,CLE,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
5/2/2012,Wed,CHN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
5/2/2012,Wed,LAN,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
5/2/2012,Wed,KCA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
5/2/2012,Wed,NYN,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/2/2012,Wed,BAL,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
5/2/2012,Wed,MIL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/2/2012,Wed,MIA,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/2/2012,Wed,PIT,NL,SLN,19:00,,,,
5/2/2012,Wed,SEA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
5/2/2012,Wed,TEX,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
5/2/2012,Wed,ARI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/3/2012,Thu,TOR,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/3/2012,Thu,PHI,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
5/3/2012,Thu,CLE,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
5/3/2012,Thu,CHN,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
5/3/2012,Thu,NYA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/3/2012,Thu,MIA,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/3/2012,Thu,PIT,NL,SLN,19:00,,,,
5/3/2012,Thu,SEA,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
5/3/2012,Thu,ARI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/4/2012,Fri,TOR,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/4/2012,Fri,BAL,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/4/2012,Fri,LAN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
5/4/2012,Fri,TEX,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
5/4/2012,Fri,ATL,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
5/4/2012,Fri,CHA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
5/4/2012,Fri,SLN,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/4/2012,Fri,NYA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/4/2012,Fri,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
5/4/2012,Fri,CIN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/4/2012,Fri,MIA,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/4/2012,Fri,MIN,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
5/4/2012,Fri,MIL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/4/2012,Fri,OAK,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
5/4/2012,Fri,PHI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/5/2012,Sat,TOR,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/5/2012,Sat,BAL,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/5/2012,Sat,LAN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
5/5/2012,Sat,TEX,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
5/5/2012,Sat,ATL,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
5/5/2012,Sat,CHA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
5/5/2012,Sat,SLN,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/5/2012,Sat,NYA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/5/2012,Sat,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
5/5/2012,Sat,CIN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/5/2012,Sat,MIA,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/5/2012,Sat,MIN,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
5/5/2012,Sat,MIL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/5/2012,Sat,OAK,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
5/5/2012,Sat,PHI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/6/2012,Sun,TOR,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/6/2012,Sun,BAL,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/6/2012,Sun,LAN,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
5/6/2012,Sun,TEX,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
5/6/2012,Sun,ATL,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
5/6/2012,Sun,CHA,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
5/6/2012,Sun,SLN,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/6/2012,Sun,NYA,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/6/2012,Sun,ARI,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
5/6/2012,Sun,CIN,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/6/2012,Sun,MIA,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/6/2012,Sun,MIN,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
5/6/2012,Sun,MIL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/6/2012,Sun,OAK,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
5/6/2012,Sun,PHI,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/7/2012,Mon,SLN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
5/7/2012,Mon,TEX,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/7/2012,Mon,ATL,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
5/7/2012,Mon,CHA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
5/7/2012,Mon,MIA,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/7/2012,Mon,BOS,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/7/2012,Mon,SFN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
5/7/2012,Mon,CIN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
5/7/2012,Mon,ANA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/7/2012,Mon,NYN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
5/7/2012,Mon,COL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/7/2012,Mon,DET,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
5/8/2012,Tue,SLN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
5/8/2012,Tue,TEX,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/8/2012,Tue,ATL,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
5/8/2012,Tue,CHA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
5/8/2012,Tue,MIA,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/8/2012,Tue,BOS,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/8/2012,Tue,SFN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
5/8/2012,Tue,CIN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
5/8/2012,Tue,ANA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/8/2012,Tue,TBA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
5/8/2012,Tue,TOR,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
5/8/2012,Tue,NYN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
5/8/2012,Tue,WAS,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/8/2012,Tue,COL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/8/2012,Tue,DET,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
5/9/2012,Wed,SLN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
5/9/2012,Wed,TEX,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/9/2012,Wed,ATL,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
5/9/2012,Wed,CHA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
5/9/2012,Wed,MIA,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/9/2012,Wed,BOS,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/9/2012,Wed,SFN,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
5/9/2012,Wed,CIN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
5/9/2012,Wed,ANA,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/9/2012,Wed,TBA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
5/9/2012,Wed,TOR,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
5/9/2012,Wed,NYN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
5/9/2012,Wed,WAS,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/9/2012,Wed,COL,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/9/2012,Wed,DET,AL,SEA,19:00,T-Mobile Park,-122.332907,47.591124,5.0
5/10/2012,Thu,TEX,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/10/2012,Thu,CLE,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/10/2012,Thu,TOR,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/10/2012,Thu,TBA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
5/10/2012,Thu,DET,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
5/10/2012,Thu,WAS,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/11/2012,Fri,SFN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
5/11/2012,Fri,TBA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/11/2012,Fri,CLE,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/11/2012,Fri,KCA,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
5/11/2012,Fri,WAS,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
5/11/2012,Fri,COL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
5/11/2012,Fri,NYN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
5/11/2012,Fri,CHN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
5/11/2012,Fri,TOR,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/11/2012,Fri,SEA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
5/11/2012,Fri,DET,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
5/11/2012,Fri,SDN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
5/11/2012,Fri,HOU,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/11/2012,Fri,ATL,NL,SLN,19:00,,,,
5/11/2012,Fri,ANA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
5/12/2012,Sat,SFN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
5/12/2012,Sat,TBA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/12/2012,Sat,CLE,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/12/2012,Sat,KCA,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
5/12/2012,Sat,WAS,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
5/12/2012,Sat,COL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
5/12/2012,Sat,NYN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
5/12/2012,Sat,CHN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
5/12/2012,Sat,TOR,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/12/2012,Sat,SEA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
5/12/2012,Sat,DET,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
5/12/2012,Sat,SDN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
5/12/2012,Sat,HOU,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/12/2012,Sat,ATL,NL,SLN,19:00,,,,
5/12/2012,Sat,ANA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
5/13/2012,Sun,SFN,NL,ARI,19:00,Chase Field,-112.066707,33.445001,324.0
5/13/2012,Sun,TBA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/13/2012,Sun,CLE,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/13/2012,Sun,KCA,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
5/13/2012,Sun,WAS,NL,CIN,19:00,Great American Ball Park,-84.507036,39.097474,149.0
5/13/2012,Sun,COL,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
5/13/2012,Sun,NYN,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
5/13/2012,Sun,CHN,NL,MIL,19:00,Miller Park,-87.971642,43.028436,188.0
5/13/2012,Sun,TOR,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/13/2012,Sun,SEA,AL,NYA,19:00,Citi Field,-73.84603,40.756587,5.0
5/13/2012,Sun,DET,AL,OAK,19:00,Oakland Coliseum,-122.201047,37.751327,0.0
5/13/2012,Sun,SDN,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
5/13/2012,Sun,HOU,NL,PIT,19:00,PNC Park,-80.00618,40.447063,221.0
5/13/2012,Sun,ATL,NL,SLN,19:00,,,,
5/13/2012,Sun,ANA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
5/14/2012,Mon,OAK,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/14/2012,Mon,CIN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
5/14/2012,Mon,NYA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/14/2012,Mon,SEA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/14/2012,Mon,DET,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
5/14/2012,Mon,ARI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
5/14/2012,Mon,PIT,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
5/14/2012,Mon,CLE,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/14/2012,Mon,MIL,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
5/14/2012,Mon,HOU,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
5/14/2012,Mon,COL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/14/2012,Mon,CHN,NL,SLN,19:00,,,,
5/14/2012,Mon,KCA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
5/14/2012,Mon,TBA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
5/14/2012,Mon,SDN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/15/2012,Tue,OAK,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/15/2012,Tue,CIN,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
5/15/2012,Tue,NYA,AL,BAL,19:00,Oriole Park at Camden Yards,-76.621913,39.283514,11.0
5/15/2012,Tue,SEA,AL,BOS,19:00,Fenway Park,-71.097765,42.346247,5.0
5/15/2012,Tue,DET,AL,CHA,19:00,Guaranteed Rate Field,-87.634224,41.830187,181.0
5/15/2012,Tue,ARI,NL,LAN,19:00,Dodger Stadium,-118.240228,34.073421,153.0
5/15/2012,Tue,PIT,NL,MIA,19:00,Marlins Park,-80.219845,25.778324,2.0
5/15/2012,Tue,CLE,AL,MIN,19:00,Target Field,-93.278279,44.981717,252.0
5/15/2012,Tue,MIL,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
5/15/2012,Tue,HOU,NL,PHI,19:00,Citizens Bank Park,-75.166592,39.905584,-2.0
5/15/2012,Tue,COL,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/15/2012,Tue,CHN,NL,SLN,19:00,,,,
5/15/2012,Tue,KCA,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
5/15/2012,Tue,TBA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
5/15/2012,Tue,SDN,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/16/2012,Wed,CHA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/16/2012,Wed,MIA,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
5/16/2012,Wed,PHI,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
5/16/2012,Wed,SEA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
5/16/2012,Wed,ARI,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
5/16/2012,Wed,MIN,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
5/16/2012,Wed,MIL,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/16/2012,Wed,BAL,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/16/2012,Wed,CIN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
5/16/2012,Wed,LAN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
5/16/2012,Wed,SLN,NL,SFN,19:00,Oracle Park,-122.389911,37.778369,3.0
5/16/2012,Wed,BOS,AL,TBA,19:00,Tropicana Field,-82.653453,27.76811,14.0
5/16/2012,Wed,OAK,AL,TEX,19:00,Globe Life Park in Arlington,-97.082997,32.751593,165.0
5/16/2012,Wed,NYA,AL,TOR,19:00,Rogers Centre,-79.389181,43.641682,83.0
5/16/2012,Wed,PIT,NL,WAS,19:00,Nationals Park,-77.007716,38.872576,2.0
5/17/2012,Thu,CHA,AL,ANA,19:00,Angel Stadium,-117.883171,33.799922,44.0
5/17/2012,Thu,MIA,NL,ATL,19:00,SunTrust Park,-84.467987,33.891127,300.0
5/17/2012,Thu,PHI,NL,CHN,19:00,Wrigley Field,-87.65581,41.947929,182.0
5/17/2012,Thu,SEA,AL,CLE,19:00,Progressive Field,-81.685285,41.495545,199.0
5/17/2012,Thu,ARI,NL,COL,19:00,Coors Field,-104.994199,39.755719,1581.0
5/17/2012,Thu,MIN,AL,DET,19:00,Comerica Park,-83.04897,42.339451,176.0
5/17/2012,Thu,MIL,NL,HOU,19:00,Minute Maid Park,-95.355411,29.757056,6.0
5/17/2012,Thu,BAL,AL,KCA,19:00,Kauffman Stadium,-94.480809,39.051246,261.0
5/17/2012,Thu,CIN,NL,NYN,19:00,Yankee Stadium,-73.926949,40.829489,4.0
5/17/2012,Thu,LAN,NL,SDN,19:00,Petco Park,-117.157074,32.707063,5.0
